commentID,grammarError,spellingError
29518,2, EN_QUOTES EN_QUOTES
80931,0,NO_ERROR
192876,0,NO_ERROR
6783,0,NO_ERROR
248278,4, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE
368783,4, EN_QUOTES EN_QUOTES WHITESPACE_RULE WHITESPACE_RULE
460126,1, MASS_AGREEMENT
470121,1, WHITESPACE_RULE
488117,0,NO_ERROR
269368,3, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
131504,1, ENGLISH_WORD_REPEAT_BEGINNING_RULE
370321,6, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES UPPERCASE_SENTENCE_START ANY_MORE
345310,3, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
127388,2, EN_QUOTES EN_QUOTES
275493,11, SOME_OF_THE SENTENCE_WHITESPACE WHITESPACE_RULE SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
241198,4, HAVE_PART_AGREEMENT SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA EN_UNPAIRED_BRACKETS ENGLISH_WORD_REPEAT_RULE
297060,11, SENTENCE_WHITESPACE THE_PUNCT SENTENCE_WHITESPACE WHITESPACE_RULE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_BEGINNING_RULE
154096,3, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
312483,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
408877,0,NO_ERROR
56715,0,NO_ERROR
464241,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
161926,9, EN_QUOTES EN_QUOTES WHITESPACE_RULE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
348942,1, MUCH_COUNTABLE
136984,15, EN_QUOTES WHITESPACE_RULE SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_UNPAIRED_BRACKETS EN_QUOTES
313894,3, EQUALLY_AS ENGLISH_WORD_REPEAT_BEGINNING_RULE SENTENCE_WHITESPACE
9970,0,NO_ERROR
191992,0,NO_ERROR
421152,5, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES WHITESPACE_RULE
296768,11, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
83838,1, EN_A_VS_AN
487461,0,NO_ERROR
132471,0,NO_ERROR
161074,3, WHITESPACE_RULE COMPRISED_CHIEFLY_OF WHITESPACE_RULE
250318,4, SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
191109,0,NO_ERROR
395456,1, POSSESIVE_APOSTROPHE
160604,0,NO_ERROR
24092,0,NO_ERROR
84377,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
206102,2, EN_UNPAIRED_BRACKETS EN_UNPAIRED_BRACKETS
435655,0,NO_ERROR
389871,4, EN_QUOTES UPPERCASE_SENTENCE_START EN_QUOTES SENTENCE_WHITESPACE
223982,5, EN_QUOTES EN_QUOTES EN_UNPAIRED_BRACKETS EN_UNPAIRED_BRACKETS EN_QUOTES
484555,0,NO_ERROR
64875,0,NO_ERROR
522045,1, SENTENCE_WHITESPACE
78528,5, EN_QUOTES EN_QUOTES MASS_AGREEMENT EN_QUOTES EN_QUOTES
238000,13, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
1960,3, WHITESPACE_RULE SENTENCE_WHITESPACE SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA
121463,3, PROGRESSIVE_VERBS EN_QUOTES EN_QUOTES
189580,0,NO_ERROR
486055,6, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
245836,0,NO_ERROR
372343,0,NO_ERROR
287532,9, SENTENCE_WHITESPACE COMMA_PARENTHESIS_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
191587,5, WHITESPACE_RULE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
143297,4, EVERYDAY_EVERY_DAY SENTENCE_WHITESPACE LESS_MORE_THEN WHITESPACE_RULE
364102,0,NO_ERROR
503579,1, ENGLISH_WORD_REPEAT_BEGINNING_RULE
92329,0,NO_ERROR
310311,3, NEITHER_NOR WHITESPACE_RULE WHITESPACE_RULE
480906,1, WHITESPACE_RULE
41444,4, WHITESPACE_RULE SENTENCE_WHITESPACE SENTENCE_WHITESPACE WHITESPACE_RULE
156222,0,NO_ERROR
209180,0,NO_ERROR
146568,1, SENTENCE_FRAGMENT
398711,3, ENGLISH_WORD_REPEAT_RULE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
283440,0,NO_ERROR
185246,2, SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA SENTENCE_WHITESPACE
442553,0,NO_ERROR
44876,1, SENTENCE_WHITESPACE
14012,3, WHITESPACE_RULE WHITESPACE_RULE ADMIT_ENJOY_VB
386171,2, WHITESPACE_RULE WHITESPACE_RULE
280395,3, SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA MAY_BE ADVERB_WORD_ORDER
35683,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
9833,2, EN_QUOTES EN_QUOTES
213989,7, SENTENCE_WHITESPACE SENTENCE_WHITESPACE MAY_COULD_POSSIBLY SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_A_VS_AN SENTENCE_WHITESPACE
499077,0,NO_ERROR
420096,7, YOUR EN_UNPAIRED_BRACKETS EN_QUOTES EN_UNPAIRED_BRACKETS EN_UNPAIRED_BRACKETS EN_QUOTES SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA
209830,4, POSSESIVE_APOSTROPHE SENTENCE_WHITESPACE PROGRESSIVE_VERBS WHITESPACE_RULE
101172,0,NO_ERROR
297030,7, EN_QUOTES WHITESPACE_RULE EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
460909,7, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
510808,4, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE WHITESPACE_RULE
156522,0,NO_ERROR
428630,12, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE A_PLURAL EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES NON3PRS_VERB SENTENCE_WHITESPACE
498379,0,NO_ERROR
101638,3, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
510238,2, SOME_OF_THE SENTENCE_WHITESPACE
495719,0,NO_ERROR
27399,0,NO_ERROR
369168,2, HE_VERB_AGR WHETHER
477108,5, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
359388,3, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
429500,5, SENTENCE_WHITESPACE WHITESPACE_RULE SENTENCE_WHITESPACE ADVERB_WORD_ORDER SENTENCE_WHITESPACE
467382,0,NO_ERROR
286906,1, SENTENCE_WHITESPACE
374049,6, EN_QUOTES WHITESPACE_RULE UPPERCASE_SENTENCE_START EN_QUOTES EN_QUOTES EN_QUOTES
374433,0,NO_ERROR
335234,1, SENTENCE_FRAGMENT
80218,0,NO_ERROR
400308,0,NO_ERROR
283343,0,NO_ERROR
46437,0,NO_ERROR
420855,6, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
17724,0,NO_ERROR
1372,5, EN_QUOTES EN_QUOTES GENERAL_XX EN_QUOTES EN_QUOTES
465325,1, COMMA_PARENTHESIS_WHITESPACE
428901,3, EN_QUOTES EN_QUOTES ENGLISH_WORD_REPEAT_RULE
525966,1, UPPERCASE_SENTENCE_START
163687,2, SENTENCE_WHITESPACE SENTENCE_FRAGMENT
299392,0,NO_ERROR
274036,4, IN_A_X_MANNER EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
509303,2, EQUALLY_AS FIRST_WOMAN_NOUN
423020,0,NO_ERROR
508390,1, SENTENCE_WHITESPACE
90094,1, SENTENCE_FRAGMENT
535266,5, SENTENCE_FRAGMENT EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
524932,0,NO_ERROR
411106,0,NO_ERROR
412449,0,NO_ERROR
375582,0,NO_ERROR
440608,3, SENTENCE_WHITESPACE WHITESPACE_RULE SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA
526090,0,NO_ERROR
126417,3, WHITESPACE_RULE WHITESPACE_RULE SENTENCE_WHITESPACE
460488,0,NO_ERROR
65869,3, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
288660,2, EN_QUOTES EN_QUOTES
436539,2, SENTENCE_FRAGMENT SENTENCE_WHITESPACE
453227,8, WHITESPACE_RULE SENTENCE_WHITESPACE EN_QUOTES DOUBLE_PUNCTUATION UPPERCASE_SENTENCE_START DOUBLE_PUNCTUATION EN_QUOTES DOUBLE_PUNCTUATION
224202,3, WHITESPACE_RULE PRP_PAST_PART SENTENCE_WHITESPACE
480755,0,NO_ERROR
311901,2, SENTENCE_WHITESPACE COMMA_PARENTHESIS_WHITESPACE
310476,0,NO_ERROR
434403,5, ALL_OF_THE SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_BEGINNING_RULE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
227988,0,NO_ERROR
399183,0,NO_ERROR
396336,6, EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
328955,1, SENTENCE_FRAGMENT
451403,1, SENTENCE_WHITESPACE
162897,12, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES WHITESPACE_RULE EN_QUOTES EN_QUOTES WHITESPACE_RULE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
399744,6, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
450505,1, ALL_OF_THE
101747,1, SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA
520742,10, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE WHITESPACE_RULE EN_QUOTES EN_QUOTES
295693,0,NO_ERROR
113156,3, WHITESPACE_RULE EN_UNPAIRED_BRACKETS EN_QUOTES
180515,0,NO_ERROR
75058,2, UPPERCASE_SENTENCE_START WHITESPACE_RULE
226769,0,NO_ERROR
249663,2, EN_QUOTES EN_QUOTES
127479,0,NO_ERROR
377337,7, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES WHITESPACE_RULE EN_UNPAIRED_BRACKETS WHITESPACE_RULE
256171,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
45456,2, EN_QUOTES EN_QUOTES
282792,4, SENTENCE_WHITESPACE SENTENCE_WHITESPACE COMMA_PARENTHESIS_WHITESPACE SENTENCE_WHITESPACE
413036,3, WHITESPACE_RULE RATHER_THEN ENGLISH_WORD_REPEAT_BEGINNING_RULE
410894,3, SENTENCE_WHITESPACE WHITESPACE_RULE WHITESPACE_RULE
350636,0,NO_ERROR
324228,8, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE
375923,7, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_RULE THE_SUPERLATIVE WHITESPACE_RULE
509758,0,NO_ERROR
18576,0,NO_ERROR
157168,16, WHITESPACE_RULE EN_QUOTES EN_QUOTES WHITESPACE_RULE HAVE_PART_AGREEMENT SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA WHITESPACE_RULE EN_QUOTES EN_QUOTES WHITESPACE_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE EN_QUOTES EN_QUOTES ENGLISH_WORD_REPEAT_BEGINNING_RULE WHITESPACE_RULE WHITESPACE_RULE
248620,4, SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
198170,1, SENTENCE_WHITESPACE
288784,2, LAUGHING_STOCK WHITESPACE_RULE
351562,8, EN_UNPAIRED_BRACKETS EN_QUOTES EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
243536,7, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
82641,6, EN_QUOTES EN_QUOTES ALL_OF_THE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
357739,2, SENTENCE_WHITESPACE SENTENCE_FRAGMENT
11415,0,NO_ERROR
198366,1, MAY_COULD_POSSIBLY
15971,0,NO_ERROR
465592,0,NO_ERROR
385771,2, WHITESPACE_RULE ADVERB_WORD_ORDER
281093,7, UPPERCASE_SENTENCE_START EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES WHITESPACE_RULE SENTENCE_WHITESPACE
480885,1, SENTENCE_WHITESPACE
397377,4, WHITESPACE_RULE EN_QUOTES EN_QUOTES HE_VERB_AGR
384217,2, EN_QUOTES EN_QUOTES
434374,2, SENTENCE_FRAGMENT SENTENCE_FRAGMENT
283842,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
175520,2, EN_QUOTES EN_QUOTES
252917,0,NO_ERROR
485626,6, SENTENCE_WHITESPACE WHITESPACE_RULE COMMA_PARENTHESIS_WHITESPACE COMMA_PARENTHESIS_WHITESPACE EN_UNPAIRED_BRACKETS EN_UNPAIRED_BRACKETS
517580,1, SENTENCE_WHITESPACE
519549,9, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE
155168,0,NO_ERROR
203854,9, EN_UNPAIRED_BRACKETS EN_UNPAIRED_BRACKETS EN_QUOTES WHITESPACE_RULE EN_QUOTES PROGRESSIVE_VERBS EN_QUOTES SENTENCE_WHITESPACE DOUBLE_PUNCTUATION
51525,7, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
316874,1, SENTENCE_WHITESPACE
415193,2, EN_QUOTES EN_QUOTES
46537,0,NO_ERROR
56431,16, SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA EN_QUOTES EN_QUOTES WHITESPACE_RULE SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START UPPERCASE_SENTENCE_START SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
277774,1, BEEN_PART_AGREEMENT
506858,0,NO_ERROR
224282,0,NO_ERROR
337113,0,NO_ERROR
217492,3, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
334988,6, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
339594,23, COMP_THAN WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE SENTENCE_WHITESPACE EN_CONTRACTION_SPELLING EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_A_VS_AN SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE HE_VERB_AGR SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES DOUBLE_PUNCTUATION
391685,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
356150,7, ENGLISH_WORD_REPEAT_BEGINNING_RULE EN_QUOTES EN_QUOTES DID_BASEFORM HAVE_PART_AGREEMENT EN_QUOTES EN_QUOTES
380740,0,NO_ERROR
451429,0,NO_ERROR
205137,0,NO_ERROR
70108,4, WHITESPACE_RULE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
408117,5, WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE MAY_COULD_POSSIBLY ALL_OF_THE
36355,4, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE
265153,0,NO_ERROR
170391,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
482001,15, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_A_VS_AN EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
340348,1, WHOS
502650,1, THEIR_IS
407565,2, EN_QUOTES EN_QUOTES
41724,1, DOUBLE_PUNCTUATION
283071,0,NO_ERROR
18721,0,NO_ERROR
209967,0,NO_ERROR
399421,1, ALL_OF_THE
526419,0,NO_ERROR
164720,8, EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE SENTENCE_FRAGMENT EN_QUOTES EN_QUOTES
323158,4, EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES SENTENCE_WHITESPACE
331424,2, UPPERCASE_SENTENCE_START WHITESPACE_RULE
248374,0,NO_ERROR
474682,7, SENTENCE_WHITESPACE SENTENCE_WHITESPACE HE_VERB_AGR EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
474515,5, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SOME_OF_THE
464176,0,NO_ERROR
18987,1, SENTENCE_WHITESPACE
264533,0,NO_ERROR
487055,0,NO_ERROR
519407,3, SENTENCE_WHITESPACE POSSESIVE_APOSTROPHE SENTENCE_WHITESPACE
48439,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
488494,0,NO_ERROR
200322,1, SENTENCE_FRAGMENT
387658,6, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
492005,5, WHITESPACE_RULE SENTENCE_WHITESPACE SOME_OF_THE SOME_OF_THE SENTENCE_WHITESPACE
510443,2, WHITESPACE_RULE WHITESPACE_RULE
32683,0,NO_ERROR
491237,0,NO_ERROR
176654,0,NO_ERROR
475811,6, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
5647,0,NO_ERROR
472204,0,NO_ERROR
138240,0,NO_ERROR
11105,2, EN_QUOTES EN_QUOTES
514641,0,NO_ERROR
185407,2, EN_QUOTES EN_QUOTES
464182,0,NO_ERROR
223979,0,NO_ERROR
41620,0,NO_ERROR
348461,0,NO_ERROR
410447,8, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES
54213,0,NO_ERROR
376732,12, EN_QUOTES NON3PRS_VERB EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES WHITESPACE_RULE
297385,3, EN_QUOTES EN_QUOTES SENTENCE_FRAGMENT
212380,1, ABSOLUTELY_ESSENTIAL
194284,1, ADVERB_WORD_ORDER
217240,4, EN_QUOTES EN_QUOTES WHITESPACE_RULE SENTENCE_WHITESPACE
383807,1, SENTENCE_WHITESPACE
87178,12, EN_A_VS_AN EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES WHITESPACE_RULE EN_QUOTES EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES EN_QUOTES
106181,24, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_UNPAIRED_BRACKETS COMMA_MONTH_DATE EN_UNPAIRED_BRACKETS EN_QUOTES EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES PRP_PAST_PART EN_QUOTES SENTENCE_WHITESPACE EN_UNPAIRED_BRACKETS EN_QUOTES
289540,3, WHITESPACE_RULE EN_QUOTES EN_QUOTES
255000,1, SENTENCE_WHITESPACE
411596,14, WHITESPACE_RULE WHITESPACE_RULE MANY_NN EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_RULE SENTENCE_WHITESPACE WHITESPACE_RULE SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA SENTENCE_WHITESPACE WHITESPACE_RULE WHITESPACE_RULE SENTENCE_WHITESPACE
403191,1, COMMA_PARENTHESIS_WHITESPACE
115221,6, WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE SENTENCE_WHITESPACE WHITESPACE_RULE
66180,2, EN_QUOTES EN_QUOTES
454361,0,NO_ERROR
508117,0,NO_ERROR
20061,1, SENTENCE_WHITESPACE
37013,2, ALL_OF_THE MANY_NN
222052,11, AGREEMENT_SENT_START SENTENCE_WHITESPACE WHITESPACE_RULE WHITESPACE_RULE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE EVERYDAY_EVERY_DAY SENTENCE_WHITESPACE SENTENCE_WHITESPACE
44699,0,NO_ERROR
251723,3, SENTENCE_WHITESPACE WHITESPACE_RULE WHITESPACE_RULE
408238,11, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE ENGLISH_WORD_REPEAT_BEGINNING_RULE ENGLISH_WORD_REPEAT_BEGINNING_RULE EN_QUOTES EN_QUOTES
31100,0,NO_ERROR
453578,0,NO_ERROR
402490,1, COMMA_THAN
135150,2, UPPERCASE_SENTENCE_START WHITESPACE_RULE
278377,1, SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA
440476,0,NO_ERROR
101394,3, EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
345263,4, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
4389,0,NO_ERROR
223900,0,NO_ERROR
365725,4, WHITESPACE_RULE WHITESPACE_RULE HE_VERB_AGR WHITESPACE_RULE
259256,10, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_UNPAIRED_BRACKETS EN_UNPAIRED_BRACKETS EN_QUOTES WHITESPACE_RULE A_RB_NN SENTENCE_WHITESPACE
110550,1, WHITESPACE_RULE
41448,1, DOUBLE_PUNCTUATION
324302,2, EN_QUOTES EN_QUOTES
164442,11, WHITESPACE_RULE WHITESPACE_RULE EN_QUOTES IT_IS EN_QUOTES SENTENCE_WHITESPACE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE WHITESPACE_RULE
206511,1, NOW
259626,6, EN_UNPAIRED_BRACKETS EN_QUOTES EN_UNPAIRED_BRACKETS EN_UNPAIRED_BRACKETS EN_QUOTES SENTENCE_WHITESPACE
225519,6, EN_QUOTES EN_UNPAIRED_BRACKETS EN_QUOTES SENTENCE_WHITESPACE POSSESIVE_APOSTROPHE ENGLISH_WORD_REPEAT_BEGINNING_RULE
184176,0,NO_ERROR
129013,2, EN_QUOTES EN_QUOTES
320617,0,NO_ERROR
156296,3, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_FRAGMENT
215974,0,NO_ERROR
112600,0,NO_ERROR
309599,0,NO_ERROR
520243,0,NO_ERROR
334837,6, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
5508,2, SENTENCE_WHITESPACE IN_PAST
371610,0,NO_ERROR
399068,3, SENTENCE_FRAGMENT EN_QUOTES EN_QUOTES
256652,0,NO_ERROR
369175,1, SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA
389737,0,NO_ERROR
223924,5, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES WHITESPACE_RULE
118219,16, FOR_ITS_NN ABOUT_ITS_NN EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_COMPOUNDS EN_QUOTES EN_QUOTES EN_QUOTES SENTENCE_FRAGMENT WHITESPACE_RULE EN_UNPAIRED_BRACKETS EN_QUOTES
397357,5, AGREEMENT_SENT_START EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
114482,7, EN_QUOTES EN_QUOTES EN_COMPOUNDS EN_QUOTES EN_QUOTES EN_COMPOUNDS EN_COMPOUNDS
2201,0,NO_ERROR
35603,1, WHITESPACE_RULE
165869,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
460926,1, SENTENCE_FRAGMENT
405051,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
260705,3, UPPERCASE_SENTENCE_START SENTENCE_WHITESPACE SENTENCE_WHITESPACE
480375,0,NO_ERROR
52640,2, EN_QUOTES EN_QUOTES
282476,2, EN_QUOTES EN_QUOTES
130479,1, SENTENCE_WHITESPACE
485227,1, SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA
81186,0,NO_ERROR
480085,4, ADVERB_WORD_ORDER WHITESPACE_RULE SENTENCE_WHITESPACE WHITESPACE_RULE
454807,0,NO_ERROR
519974,0,NO_ERROR
496148,2, SENTENCE_WHITESPACE SENTENCE_WHITESPACE
223569,1, WHITESPACE_RULE
52715,5, EN_UNPAIRED_BRACKETS EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
193976,4, A_PLURAL EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
343633,4, WHITESPACE_RULE EN_QUOTES EN_QUOTES SENTENCE_FRAGMENT
294668,4, EN_QUOTES EN_QUOTES EN_QUOTES EN_QUOTES
22415,9, EN_QUOTES EN_QUOTES EN_QUOTES NON3PRS_VERB EN_QUOTES SENTENCE_WHITESPACE SENTENCE_WHITESPACE IF_WOULD_HAVE_VBN SENTENCE_WHITESPACE
499521,3, SENTENCE_WHITESPACE SENTENCE_WHITESPACE SENTENCE_WHITESPACE
396958,0,NO_ERROR
48015,4, WHETHER WHITESPACE_RULE DID_BASEFORM ENGLISH_WORD_REPEAT_BEGINNING_RULE
265152,0,NO_ERROR
13674,0,NO_ERROR
217466,0,NO_ERROR
453987,7, SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE EN_QUOTES EN_QUOTES SENTENCE_WHITESPACE
223878,0,NO_ERROR
452160,3, WHITESPACE_RULE EN_QUOTES EN_QUOTES
365945,0,NO_ERROR
494299,1, SENTENCE_WHITESPACE
